tloans,tmort,lev,ltd,noncore,hpnom,housing_capgain,eq_capgain,stir,ltrate,bill_rate,gdp,iy,ca,cpi,debtgdp,money,bond_rate,housing_tr,eq_tr,tloans_gap,hpnom_gap,term_spread,tloans_growth,crisis_bin,crisis_h1,crisis_h2,crisis_h3,country,year,is_synthetic
531418.597559887,206439.6689360461,8.920015994764428,124.04136549159678,49.69480971215869,104.47234256184856,0.2338370757401041,-0.05034634205826971,12.871629648003935,12.187051646288293,0.13585079046378853,-76719.46799783746,0.3151505431292787,2061.469370155406,67.66926943480374,0.08212645451179329,42378.747957161744,0.12600972020889617,0.3447352279829108,-0.12036755540687423,36565.38114827531,36.21590951996774,-0.7411473695605236,0.16429492046837776,0,1,1,1,SYNTHETIC_DDPM,-1,True
3081826.848595499,320193.8895827262,9.146481544078782,131.80550609407985,29.526609386920626,7.477726387720097,0.03792616606050844,-0.3484322867957701,6.847763629341345,7.3713460928127965,0.07382738156588944,2928224.4933487484,0.23610609024724458,-115175.61121513414,25.817808895379017,0.1414876887430343,3793417.3627521023,0.07462576465174159,0.04924542734989079,-0.20391264697424416,506688.426646246,-2.4712633548451954,-1.2714275069423673,0.24715665097176137,0,1,1,1,SYNTHETIC_DDPM,-1,True
420657.22158469434,-15232.974983516026,7.009089039333716,80.37790124733827,15.614858955622706,72.721540808542,-0.028038930827334912,-0.029930662512322667,7.091657898189871,7.105185865892078,0.041936486758108044,176847.75633913084,0.20571801939732937,-8821.580049989958,59.96082150485125,0.31942803949239607,68728.22863778571,0.07773692433441398,0.06867473291758683,0.07133992277199894,-10799.663243310071,-0.11858050287272921,0.8308198346850604,0.010063861548350997,0,1,1,1,SYNTHETIC_DDPM,-1,True
1404754.850703155,393362.4287889803,4.375642754483177,172.98493577885895,90.90587328673705,119.46807606398609,0.06020318975378529,0.1811995822801016,10.177295173845337,9.936285235035765,0.11280410338419845,145285.01986265043,0.20496794749635683,20440.63268042524,119.21305324802661,0.4395231696293651,1189779.737288381,0.10187927433455601,0.05342934482716456,0.3402563929375234,175755.58329924976,19.20446824083672,0.5811224286229781,0.06156027561491842,0,1,1,1,SYNTHETIC_DDPM,-1,True
5099610.495290667,790880.1449262699,5.5977403401888886,87.77511784987176,51.350100158105164,40.94304078455927,0.1498781516284231,-0.027633713904723592,4.949140004410765,4.282685172201305,0.06568988450138469,5081973.188409891,0.15921727525553836,-249188.69861838783,20.11490610209781,0.4809504445572338,5740243.666696136,0.08775242379548721,0.16728271823341062,0.06034554740913917,458458.6820114553,4.636060997886122,-2.266606847944719,0.16111303835962282,0,1,1,1,SYNTHETIC_DDPM,-1,True
2377885.928795707,341100.3510279416,9.437270468042078,80.90419721694872,18.816309690637222,15.27917920546232,-0.23075842179740283,-0.012005860153195227,5.744374548478673,5.896514438292341,0.06598683409795357,4437442.441476014,0.1679986474844315,-134767.4729962943,18.473210611643935,0.18744882883725988,1816930.1018955498,0.06191682740805065,0.05587307709604467,-0.012159192379730108,490860.5096789471,-1.7666918763164192,-1.462470428364429,0.06745935248537152,0,1,1,1,SYNTHETIC_DDPM,-1,True
-75810.09250825539,308464.55192005524,3.965166086846023,158.0003474522205,79.86024574865934,110.42047958135396,0.09680357310193076,-0.03603484738929165,8.810085878984147,10.32240184742194,0.11302875068380189,478120.09039537574,0.2657048201662314,-10074.262224932463,121.54482170025477,0.4248617925045977,-57156.873181414674,0.09272817351608892,0.18525426363857211,0.015504043440706647,-40532.247946159114,15.212139821583369,-0.196735332403847,0.2339757331215141,0,1,1,1,SYNTHETIC_DDPM,-1,True
-80077.49951993418,197548.0283565207,6.562325117717705,93.25319239172471,43.44864423774247,119.13062349204569,0.027474810372716423,0.5638936119408616,15.623232402824584,13.197624948787695,0.16762197712589086,-599880.0030751708,0.24654185795899697,-24330.665876904695,110.1616353444436,0.42474724960727384,492956.6295418362,0.1354915122392288,0.0692558180893463,0.7053370794309274,67924.07163262405,22.69295164351315,-1.5608251011647263,0.08079053885930165,0,1,1,1,SYNTHETIC_DDPM,-1,True
447465.80451848404,92804.6952290821,2.9587229595849616,78.86967734749342,30.21634783184331,76.58976580068851,0.10074057559631394,-0.13961992087084713,6.743088749954485,8.436185809010595,0.07439976559071951,771577.6953467837,0.24274222723053754,1139.5354967755443,78.92341336148986,0.4253513128814742,66057.51277625054,0.09335822660251257,0.10202325666368273,-0.1752105909894235,57881.00959716524,0.43645501823202454,1.6866367613466484,0.016058128216209028,0,1,1,1,SYNTHETIC_DDPM,-1,True
199043.4790451612,136467.0486266244,3.191880193807793,86.19801383453876,33.432965503588065,64.92190622092254,0.09165599479409808,0.4220182930182669,9.451283141072182,7.9975033028432145,0.08443106327768087,709846.4031188668,0.3020942893008467,-4978.118930329616,80.68892668283983,0.3606559999711814,401448.39534871373,0.0903186862768618,0.1441145909435534,0.6188668069205857,-16955.726370318083,-3.92388847065371,-0.32951075301188215,0.10230741315865564,0,1,1,1,SYNTHETIC_DDPM,-1,True
895106.7078790679,33847.22705682335,6.787727087928429,141.35985621412078,43.56914672937337,88.15526573809265,-0.0202464208327197,0.13986854523936545,9.560124973567287,9.59168961538431,0.06759934998114726,645848.9003869117,0.2721883269501126,-35852.94978964694,75.662669085567,0.07718783404083135,344345.90795148414,0.1018424186743583,0.05832442855717069,0.25739103066667485,161675.36771173944,11.771701455782319,-0.6078795645565435,0.1423241074678805,0,1,1,1,SYNTHETIC_DDPM,-1,True
-18645.189659165742,86211.8916641071,1.7664663182184395,147.2133019273562,57.358660404168,92.35659883134234,-0.011959196626448787,0.558387487454067,9.314921276355383,9.863861254660387,0.08389040330884004,-68195.19943865074,0.24147767405206833,1271.2437641549132,97.53710049236608,0.6364067844350297,409235.18871384324,0.09818024990209778,0.03684180508368472,0.6777446864602006,-119593.90823551327,15.288035478605954,0.3908382738385702,0.1158578100113166,0,1,1,1,SYNTHETIC_DDPM,-1,True
300371.4459437571,-51026.059105996006,6.124692076268806,84.00214089311447,24.298307618157985,59.313622794204264,0.053075397925477004,0.30322960155595235,4.824301706976134,6.802045354646059,0.03214917674708764,326789.5068239423,0.14623616186602273,11433.791667415244,61.45874058734098,0.3727055529726362,-524.3211819647695,0.07245868335787774,0.1929038063974258,0.5812254166142209,3802.2927961457244,0.008509951576585142,2.4854147673309055,0.05420495535159718,0,1,1,1,SYNTHETIC_DDPM,-1,True
93074.91174190174,-130588.0985629406,4.842995646977374,88.31454808261272,26.474990666016343,84.73157345433204,0.043830757521493666,0.252921579458653,8.731688857753344,7.104393140673185,0.06928339665992587,33770.47997114633,0.20917982245276753,4742.661143639984,29.667831771832077,0.3279469337947254,10181.305848477292,0.08205006047208728,0.09552637673381525,0.12723890430731813,60728.61490193379,2.7762580794364724,-0.41671547325344516,0.02612249391854672,0,1,1,1,SYNTHETIC_DDPM,-1,True
365473.2922153579,77784.80991042304,2.2086199059465024,90.237006054739,31.840227950487414,45.96669693079734,0.13542541637890798,0.16788471266275456,5.661707091707297,7.090122723241115,0.07965988290209172,-143393.7844655303,0.2367575822093977,3494.4144430984825,64.05240511572961,0.38622986521159863,-741.033871029038,0.07358058461647837,0.1073079990893074,0.20425459043556315,-57074.76736977302,-1.4069382004130015,0.62444891124181,0.17550271948888135,0,1,1,1,SYNTHETIC_DDPM,-1,True
501618.7871004243,139308.7577919814,4.510448856032311,122.61852355267474,61.60473426858924,120.09870193576306,0.2498903003210809,-0.2026063788166235,14.33261007181683,13.235797407682025,0.13911480268369353,-41158.06359759241,0.2568852556420006,-11883.08583446503,93.66246009818266,0.4909414201969272,51409.57787792676,0.13825593522384072,0.27384322063613653,-0.17887099609784657,106732.88133894472,36.05603843698939,-1.1236403215221822,0.176177015493736,0,1,1,1,SYNTHETIC_DDPM,-1,True
3467736.846264421,604635.0398771584,4.618743215970088,85.19885586124963,30.054643720663186,15.776518873187495,0.06196453921812721,-0.1407711425567502,8.799553189039102,4.944497656651029,0.10000501264641982,6475090.985290384,0.1823194286380586,-195318.90843868026,32.559919189646145,0.2647957514032348,4155621.2422871576,0.061946026588381484,0.056133773671614026,-0.1132126321270555,791152.9921101448,-3.5175005504409613,-1.9114326946794455,0.21574846937549225,0,1,1,1,SYNTHETIC_DDPM,-1,True
333607.036892083,104219.43424756161,6.79632557328196,47.27837714465453,26.764756419867126,68.78675038716635,0.037346796895255004,0.2500644206839683,5.971657650753228,5.902194865103576,0.0493861200847808,308732.06570386386,0.23418935398055357,-8776.214216949656,49.78652837166714,0.6623357762497795,117469.53608891414,0.054651025140946684,0.002824102984999452,0.12931003275204048,-122866.20249425257,-0.8561316943874413,0.41163767723663014,0.07629233598012101,0,1,1,1,SYNTHETIC_DDPM,-1,True
3383018.049883607,523787.6086843044,6.005015017308397,96.46408224096855,29.32343275056729,41.72485919368523,0.14700507043436978,0.024663691350294753,8.580469127644674,7.98633349336838,0.09315804333386146,5388672.156774817,0.24707122013257105,-217835.75613144742,41.30527342526865,0.5776238207465321,4606508.709722344,0.07178722647252975,0.11755896098552825,0.21738950871024004,709971.4188192703,1.1349483712569515,-2.3675111441312966,0.2705950536278101,0,1,1,1,SYNTHETIC_DDPM,-1,True
3792320.3163682194,860559.8562961816,5.2805337699043475,83.86717941258907,48.43562539570894,5.1523157043089025,0.25173932840491275,0.13633570767238984,7.838763147996378,5.587783086544613,0.11356443247572581,7151141.027264161,0.25386399924930864,-301366.8772759783,39.45222535110311,0.37814100543787355,5314554.9531205455,0.09896703893694758,0.1682375956190337,0.03520446739469482,328806.5469768541,0.1969935157587566,-2.174621859900676,0.1748233120821414,0,1,1,1,SYNTHETIC_DDPM,-1,True
1177644.0786488499,279588.5483361359,0.05216170696973421,147.14772895867537,67.18412757860135,135.4583051413093,0.2953796043316818,-0.27354802354208985,13.68524066244515,15.23594186359772,0.113801960302545,124091.76574891084,0.2964738744482874,-12613.436996093893,124.0523852189594,0.6341470970030728,141694.6980157793,0.15252445777597362,0.2577747423956157,-0.17626637470776663,126967.34215625733,35.54396674532442,0.29537580182013834,0.08536384190980457,0,1,1,1,SYNTHETIC_DDPM,-1,True
